"ID,""Alimento"",""Energia_kcal"",""Energia_kJ"",""Agua_g"",""Proteinas_g"",""Grasa_total_g"",""CHO_totales_g"",""CHO_disponibles_g"",""Fibra_g"",""Cenizas_g"",""Calcio_mg"",""Fosforo_mg"",""Zinc_mg"",""Hierro_mg"",""B_caroteno_equivalentes_ug"",""Vitamina_A_equivalentes_ug"",""Tiamina_mg"",""Riboflavina_mg"",""Niacina_mg"",""Vitamina_C_mg"",""Acido_Folico_ug"",""Sodio_mg"",""Potasio_mg"",""ID"""
"C_136,""Plátano “moquicho”"",100,419,67.4,1.2,0.1,29.7,26.5,3.2,1.7,7,20,0.1,0.47,NA,NA,0.04,NA,0.77,0,NA,13,355,""C_136"""
"C_137,""Plátano palillo"",105,440,66.8,0.9,0.3,31,27.8,3.2,1,6,20,0.23,0.04,270,45,0.07,0.07,9.63,1.25,NA,20,356,""C_137"""
"C_138,""Plátano palillo maduro. harina de"",293,1227,10.5,4.1,1.1,81.6,75.1,6.4,2.8,22,60,0.96,2,0,0,0.15,0.16,2.24,5.23,NA,39,1263,""C_138"""
"C_139,""Plátano palillo verde. harina de"",295,1233,11.2,3.3,0.2,83.2,78.3,4.9,2.1,9,60,0.4,0.1,0,0,0.14,0.13,7.72,1.74,NA,33,912,""C_139"""
"C_140,""Sancayo"",17,73,94,0.8,0.6,4,2.7,1.3,0.7,NA,NA,NA,0.16,0,0,NA,NA,NA,53.84,NA,2,270,""C_140"""
"C_141,""Warr’a"",102,427,71,1.5,0.2,26.4,NA,NA,0.9,51,26,NA,3.4,NA,NA,0.02,0.11,0.58,2.8,NA,NA,NA,""C_141"""
"C_142,""Yak’u"",116,485,69.3,1.8,2.2,25.3,NA,NA,1.4,138,52,NA,3.2,NA,NA,0.04,0.18,0.9,14.8,NA,NA,NA,""C_142"""
"D_1,""Aceite compuesto (vegetal 70% pescado 30%)"",884,3699,0,0,100,0,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,""D_1"""
"D_2,""Aceite de pescado. hidrogenado"",884,3699,0,0,100,0,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,""D_2"""
"D_3,""Aceite vegetal de algodón"",884,3699,0,0,100,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,""D_3"""
"D_4,""Aceite vegetal de girasol"",884,3699,0,0,100,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,""D_4"""
"D_5,""Aceite vegetal de maíz"",884,3699,0,0,100,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,""D_5"""
"D_6,""Aceite vegetal de maní"",884,3699,0,0,100,0,0,0,0,0,0,0.01,0,NA,0,0,0,0,0,NA,NA,NA,""D_6"""
"D_7,""Aceite vegetal de olivo"",884,3699,0,0,100,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,""D_7"""
"D_8,""Aceite vegetal de palma"",884,3699,0,0,100,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,""D_8"""
"D_9,""Aceite vegetal de soya"",884,3699,0,0,100,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,""D_9"""
"D_10,""Almendra"",552,2308,5.1,23.4,54.1,14.3,4.4,9.9,3.2,195,440,3.12,3.72,NA,0,0.2,0.56,4.17,0,NA,1,580,""D_10"""
"D_11,""Avellana"",497,2079,3.1,12.6,52.9,28.4,2.6,25.7,3.1,144,200,2.2,3.3,NA,2,0.48,0.11,5.64,2,NA,61,714,""D_11"""
"D_12,""Cacao. semillas secas"",570,2387,3.6,12,46.3,34.7,NA,NA,3.4,106,537,NA,3.6,NA,0,0.17,0.14,1.7,3,NA,NA,NA,""D_12"""
"D_13,""Castaña peruana (nuez de Brasil)"",646,2702,3.9,15.4,69,8.4,3.7,4.7,3.4,144,630,4.06,2.1,NA,0,0.75,0.17,1.48,2.7,NA,22,467,""D_13"""
"D_14,""Maní crudo. pelado con película"",559,2339,7.3,24.1,48.2,17.7,9.2,8.5,2.7,66,231,3.27,1.5,NA,0,0.48,0.53,17,1.3,NA,NA,NA,""D_14"""
"D_15,""Maní sancochado"",374,1565,32.3,15.9,27.5,21.9,13.1,8.8,2.4,47,219,1.83,3.6,NA,0,0.18,0.1,8.88,0,NA,NA,NA,""D_15"""
"D_16,""Maní tostado. sin película"",590,2469,2,27.1,51,16.9,8.9,8,3,48,298,3.31,2.2,NA,0,0.08,0.35,21.6,0,NA,NA,NA,""D_16"""
"D_17,""Manteca de cerdo"",879,3676,0.5,0,99.4,0,0,0,0.1,0,0,0.11,0,NA,0,0,0,0,0,NA,NA,NA,""D_17"""
"D_18,""Manteca vegetal"",880,3699,0.1,0,99.5,0,0,0,0.4,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,""D_18"""
"D_19,""Mantequilla"",729,3050,16,2,82,0,NA,NA,0,0,0,NA,0,NA,671,0,0,0,0,NA,NA,NA,""D_19"""
"D_20,""Mantequilla con sal"",717,3000,15.9,0.9,81.1,0.1,0.1,0,2.1,24,24,0.09,0.02,NA,684,0,0.03,0.04,0,NA,NA,NA,""D_20"""
"D_21,""Margarina vegetal con sal"",720,3012,16,0.6,81,0.3,0.3,0,2.1,0,0,0,0,NA,819,0,0,0,0,NA,NA,NA,""D_21"""
"D_22,""Nuez"",653,2731,3.8,16.9,69.1,8.3,3.8,4.5,1.8,86,280,3.09,NA,NA,1,0.34,0.15,2.48,1.3,NA,3,383,""D_22"""
"D_23,""Cashú"",572,2393,2.3,19.5,51.1,24.4,18.8,5.7,2.6,61,440,NA,NA,NA,NA,NA,NA,1.07,NA,NA,6,0,""D_23"""
"D_24,""Chía. semilla de"",360,1507,7.7,23.4,32.5,31.8,1.7,30.1,4.6,478,725,NA,NA,NA,NA,NA,NA,3.2,17.16,NA,3,635,""D_24"""
"D_25,""Linaza"",428,1792,8.1,21,42.5,0,0,27.9,2.9,228,400,NA,3.41,NA,NA,NA,NA,1.36,NA,NA,42,0,""D_25"""
"D_26,""Margarina. Astra de La Danesa 60% grasa vegetal"",506,2117,34.9,0,57.2,0,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048,NA,""D_26"""
"D_27,""Margarina. Dorina Batida al 70% de grasa"",597,2498,25.8,0,67.6,0,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,NA,""D_27"""
"D_28,""Margarina. Dorina Clásica al 70% de grasa"",578,2420,26.5,0,65.4,0,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,861,NA,""D_28"""
"D_29,""Margarina. Dorina Light al 50% de grasa"",409,1710,44.7,0,46.2,0,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711,NA,""D_29"""
"D_30,""Margarina. La Danesa 70% de grasa vegetal"",590,2469,24.5,0,66.8,0,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1247,NA,""D_30"""
"D_31,""Margarina. La Preferida 70% grasa"",598,2502,24.6,0,67.6,0,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1229,NA,""D_31"""
"D_32,""Margarina. Manty 40% de grasa vegetal"",325,1361,50.6,0,36.8,0,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1790,NA,""D_32"""
"D_33,""Margarina. Sello de Oro"",607,2539,24.8,0,68.6,0,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,""D_33"""
"D_34,""Margarina. Swis Light"",407,1704,44.8,0,46.1,0,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864,NA,""D_34"""
"D_35,""Margarina. Swis 60% de grasa"",479,2002,36.6,0,54.1,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,""D_35"""
